run_id,reward,optimizer,P,Cs_h,Cs_s,Cs_b,Cm_f,Cm_p,Cm_m,Cm_n,Ci_s,Ci_p,Ci_0,Ca_h,Ca_m,Ca_l,Cd_r,Cd_ret,Cd_rec,W,B,F_m,F_s,I,R_p,R_c,Vq,G,Sc
1,-0.013858546502888203,SAC,123.01571309566498,86.91078901290894,77.36908912658691,40.621789395809174,63.18194776773453,46.64681434631348,43.679257184267044,16.063308596611023,71.06289684772491,16.696933537721634,8.5014408826828,88.94118905067444,19.193224042654037,8.570570796728134,33.32751274108887,35.862941443920135,89.7213077545166,127.92602121829987,30.24326801300049,252.5259256362915,159.96899604797363,59.524275064468384,26.454683542251587,68.15098762512207,149.62721586227417,110.88232696056366,46.17731332778931
2,-0.033599819988012314,SAC,167.1230372786522,62.87938117980957,58.71324181556702,35.94871813058853,68.53216916322708,57.22536504268646,33.14984321594238,25.067824006080627,73.54652762413025,14.476245373487473,13.708575248718262,82.61833071708679,15.986634582281113,14.43673849105835,14.279432594776154,41.91713619232178,52.57439613342285,170.9706085920334,113.33111763000488,156.80774688720703,84.40610408782959,42.05908089876175,19.487584829330444,67.5977373123169,102.22346901893616,113.01644444465637,60.79468309879303
3,-0.03166816011071205,SAC,159.4599151611328,73.7080979347229,50.308151841163635,40.134168446063995,57.913289070129395,38.82016897201538,36.653642654418945,12.846217930316925,87.45189428329468,31.756439864635468,12.755372524261475,69.97623562812805,19.555313110351562,14.053121507167816,19.84474688768387,41.599748611450195,60.17081081867218,121.9397845864296,94.99075889587402,276.58679008483887,176.47011756896973,20.444137454032898,49.4451379776001,120.53727686405182,112.4037516117096,54.99056875705719,64.46543633937836
4,-0.03428454324603081,SAC,214.7474902868271,64.29378509521484,55.29306411743164,35.9209223985672,50.06006717681885,48.49525213241577,28.878178596496582,23.589885115623474,87.82513380050659,17.33210378885269,4.506965279579163,64.36106622219086,28.80594313144684,17.072164922952652,23.173805475234985,58.517117500305176,76.43925309181213,156.93915843963623,78.27295303344727,127.1333360671997,184.36435222625732,54.264530539512634,18.287580609321594,94.64690506458282,174.65240478515625,59.66696262359619,94.17516589164734
5,-0.056637994945049286,SAC,234.16166335344315,65.41098356246948,59.69208896160126,29.528157770633698,61.102934032678604,60.688965916633606,17.560043334960938,12.204098582267761,81.26655578613281,14.629209965467453,2.8542668223381042,88.27942490577698,22.212775349617004,14.229508608579636,31.749022603034973,49.056884765625,70.54920673370361,139.8278158903122,149.78631973266602,290.09971618652344,142.92650818824768,52.56534308195114,40.94302177429199,193.88834834098816,181.5428924560547,42.22841143608093,38.15501272678375
6,-0.03931290656328201,SAC,238.62198561429977,70.32759666442871,66.81031227111816,52.08065104484558,50.01999169588089,48.12154307961464,42.803988456726074,11.63383561372757,80.26448011398315,10.223462522029877,6.304159700870514,88.54666233062744,21.254725456237793,14.480603039264679,32.94858068227768,38.09535026550293,76.60625457763672,212.17042922973633,39.36366081237793,183.49732637405396,158.71400117874146,23.00615131855011,21.011422872543335,66.55687183141708,209.1758680343628,117.69023418426514,71.97934746742249
7,-0.028069619089365005,SAC,191.08934998512268,92.35984444618225,76.72937870025635,49.56073534488678,87.31238752603531,35.920259207487106,23.50460648536682,22.426628947257996,82.54298269748688,10.987503290176392,10.799435079097748,82.99311816692352,15.497979462146759,11.045128405094147,39.04641091823578,43.15012753009796,51.109923362731934,202.04565584659576,21.55524253845215,214.60556507110596,182.67307996749878,26.697198748588562,34.502140283584595,61.136523485183716,201.9149374961853,47.7253332734108,13.868337869644165
8,-0.05738111957907677,SAC,323.4366077184677,81.6851532459259,66.43213033676147,31.919116139411926,56.75596281886101,48.27255368232727,17.113745093345642,13.415781259536743,35.08204162120819,11.384372472763062,9.517111659049988,86.07192277908325,24.8360413312912,12.549061179161072,27.42218792438507,30.393637716770172,34.138638496398926,166.81255340576172,97.19139099121094,270.483078956604,101.49410367012024,16.612747311592102,17.04934060573578,116.11968457698822,200.23384809494019,64.86750543117523,21.637645363807678
9,-0.020422762259840965,SAC,147.71194249391556,86.99198484420776,67.60351657867432,31.201765835285187,58.68045091629028,57.24903777241707,19.97607946395874,16.05920034646988,85.89007616043091,12.541899383068085,3.151398539543152,85.19364416599274,20.094063341617584,16.97325810790062,34.30485129356384,51.86437797546387,63.88524413108826,59.46808606386185,38.07212829589844,237.23061561584473,186.00642204284668,37.377895563840866,47.76867866516113,70.38402140140533,167.99069166183472,62.55358159542084,68.11375916004181
10,-0.026535142213106155,SAC,157.53622502088547,84.75744009017944,77.75434017181396,41.043982088565826,44.4281792640686,40.66017895936966,38.47367286682129,19.599690914154053,69.02909278869629,14.09255599975586,12.577157765626907,70.20658552646637,21.653358936309814,12.889744073152542,26.3137264251709,31.928799748420715,67.46101021766663,204.73919987678528,164.80690002441406,165.1671838760376,130.75487971305847,34.23378139734268,28.42111825942993,88.01801890134811,106.02285981178284,48.37967336177826,67.24928677082062
11,-0.033552564680576324,SAC,270.2531611919403,89.18103694915771,88.57260227203369,38.99590182304382,66.61923497915268,64.91560474038124,35.05900859832764,18.209737420082092,84.0559720993042,9.744040042161942,5.283459186553955,66.59695267677307,21.846724569797516,19.743994176387787,38.83058488368988,51.05764961242676,61.13991677761078,132.1199083328247,83.92111301422119,244.7605276107788,156.476309299469,25.349687486886978,40.28013348579407,192.07573413848877,196.90292596817017,70.73944687843323,71.02396011352539
12,-0.02316894754767418,SAC,184.75788474082947,81.4187240600586,81.26240849494934,48.60492354631424,57.0131978392601,30.274803340435028,27.490499019622803,9.805455684661865,84.70247387886047,11.866079717874527,8.357127666473389,72.51530408859253,21.93038472533226,19.042028784751892,25.666233599185944,42.13999557495117,52.681898176670074,215.28085350990295,74.43449974060059,230.76417922973633,94.70048129558563,46.53939723968506,34.344521164894104,120.30174016952515,159.77142572402954,66.259406208992,65.43250620365143
13,-0.02935856394469738,SAC,177.33648151159286,77.66828060150146,62.9053521156311,32.797093480825424,41.9612555205822,31.4201021194458,27.47892677783966,24.88378870487213,79.12911534309387,10.174907952547073,7.406020700931549,73.89877200126648,28.253876596689224,22.38649159669876,19.956042617559433,52.0466423034668,77.81899929046631,148.06033730506897,40.35743236541748,242.15425968170166,155.4143261909485,55.20752787590027,10.968901515007019,126.4160680770874,193.12546968460083,58.138704895973206,23.427197337150574
14,-0.03219401091337204,SAC,198.84412229061127,69.23401713371277,63.31887483596802,25.393462538719177,72.8072515130043,47.29471445083618,47.273729890584946,8.629660934209824,86.18446707725525,19.056971430778503,12.91995906829834,86.67423963546753,19.439903795719147,8.078342974185944,27.152050733566284,40.66702079772949,63.325510025024414,131.36097133159637,30.553364753723145,201.88980340957642,135.82249522209167,30.117107033729553,15.773871541023254,69.14503961801529,164.54870223999023,133.1305992603302,36.09614133834839
15,-0.04318288341164589,SAC,315.9406864643097,87.05111980438232,63.245627880096436,53.54378044605255,69.07275155186653,68.21130335330963,20.52113550901413,15.85216760635376,87.44420886039734,10.728084683418274,1.5836089849472046,88.85958671569824,21.0393163561821,18.061220109462738,35.415273904800415,48.705556869506836,59.75256860256195,67.2207722067833,42.380266189575195,275.1103210449219,175.03082275390625,21.663620471954346,40.508214235305786,119.05411511659622,196.71165466308594,64.23760056495667,103.73895287513733
