run_id,reward,optimizer,P,Cs_h,Cs_s,Cs_b,Cm_f,Cm_p,Cm_m,Cm_n,Ci_s,Ci_p,Ci_0,Ca_h,Ca_m,Ca_l,Cd_r,Cd_ret,Cd_rec,W,B,F_m,F_s,I,R_p,R_c,Vq,G,Sc
1,-0.020349375903606415,SAC,139.69308853149414,134.69308853149414,45.61668395996094,34.81123322248459,59.54601675271988,52.95212239027023,46.67529582977295,14.570429056882858,34.60613977909088,24.484959542751312,9.256998896598816,88.36406886577606,19.217257291078568,8.425615280866623,31.74843978881836,34.96074080467224,87.68793761730194,169.45693612098694,30.467352867126465,264.922137260437,68.44660639762878,60.61970293521881,32.65966832637787,65.37988752126694,128.696448802948,106.93044781684875,133.92369747161865
2,-0.019468752667307854,SAC,163.0461823940277,129.82178688049316,44.44025659561157,37.019392251968384,60.941404700279236,44.33892875909805,20.687050819396973,17.94831293821335,33.62207639217377,32.121224105358124,11.654769897460938,89.10318374633789,24.082909792661667,20.984712541103363,14.687278419733047,57.30234146118164,59.222664535045624,143.76175165176392,140.8474063873291,285.02917289733887,53.091415762901306,9.03430089354515,34.343573451042175,57.45802700519562,110.73284864425659,55.28515428304672,54.53851938247681
3,-0.02408554032444954,SAC,155.3330111503601,136.6518783569336,46.886926889419556,45.193527936935425,54.22236382961273,50.271928906440735,35.02074718475342,25.06154316663742,43.573490500450134,20.796655416488647,2.8675527572631836,68.08573424816132,25.43437659740448,17.193258970975876,30.207655131816864,45.92717915773392,54.608839988708496,156.76181077957153,100.83699226379395,293.7906217575073,152.45182633399963,54.55360770225525,50.99336624145508,117.24273711442947,72.90210247039795,91.99419409036636,122.87336111068726
4,-0.019926343113183975,SAC,150.25593101978302,119.85595226287842,49.06613790988922,45.56406795978546,59.98348534107208,45.53562641143799,38.608907759189606,27.795357882976532,45.564157366752625,15.496137231588364,3.4479206800460815,80.99104881286621,25.408101111650467,12.772482931613922,23.856087028980255,33.239755153656006,48.24626386165619,171.76176488399506,84.81956005096436,304.0206789970398,94.23192083835602,31.08870640397072,19.966514706611633,56.387472450733185,166.0088014602661,102.9876983165741,143.70600581169128
5,-0.019738920032978058,SAC,208.82041096687317,135.19180297851562,46.836241006851196,38.180851340293884,50.520912408828735,42.70924985408783,23.317980647087097,14.208071231842041,38.193364560604095,35.05064278841019,4.877513229846954,84.90494847297668,23.21386367082596,22.564737409353256,32.04031765460968,48.395484924316406,70.98183512687683,146.04186952114105,83.70914936065674,191.78802013397217,117.53629922866821,57.90716856718063,26.606818437576294,75.85897535085678,187.2987937927246,93.35773825645447,103.38613271713257
6,-0.03552457317709923,SAC,326.38044834136963,131.14630222320557,35.70495069026947,26.002943873405457,71.4499443769455,69.75490212440491,40.48514366149902,18.749000012874603,38.42085087299347,32.078885436058044,8.862818479537964,83.80456447601318,15.557674616575241,15.224365144968033,13.041696697473526,14.860422134399414,61.184823513031006,150.3053253889084,31.423850059509277,296.14007472991943,117.99477458000183,27.28812664747238,30.070616006851196,104.31688457727432,181.92529201507568,44.00145202875137,66.45478010177612
7,-0.026249585673213005,SAC,176.09211802482605,134.8094081878662,44.196912586688995,38.604230880737305,59.01482313871384,24.31556597352028,15.290580987930298,10.324464619159698,29.624638259410858,24.142051696777344,6.9946377873420715,82.00664281845093,15.520371109247208,12.309605181217194,29.678351879119873,36.517063081264496,53.92086410522461,118.82604777812958,86.08396053314209,226.34301662445068,174.56489086151123,31.15612894296646,21.38798713684082,115.52614629268646,160.0212526321411,44.85018968582153,144.44396495819092
8,-0.01474723219871521,SAC,144.66247648000717,138.3261489868164,37.741596698760986,27.04917573928833,64.65984493494034,46.719142496585846,33.057687282562256,11.160878717899323,37.38715946674347,21.67345106601715,9.253872156143188,72.9219138622284,12.480279237031937,11.79401010274887,35.50401508808136,58.59403038024902,80.35691618919373,192.94809460639954,59.39760208129883,316.3627505302429,150.771164894104,28.656863272190094,42.96081185340881,151.0010325908661,128.74115228652954,39.340728521347046,142.48777866363525
9,-0.016632214188575745,SAC,238.3547455072403,131.25958442687988,41.164982318878174,39.03822463750839,62.533443570137024,47.209299206733704,31.702134609222412,19.846419870853424,42.167338132858276,33.30543351173401,2.2549999356269836,87.6087236404419,18.16749745607376,14.127265214920044,24.05745804309845,43.00646209716797,71.8190997838974,54.283407628536224,29.88091468811035,285.3516101837158,133.74051094055176,23.513498902320862,58.22453737258911,64.16728138923645,114.52998638153076,120.71059584617615,141.0324215888977
10,-0.03454568609595299,SAC,159.89950954914093,125.5853796005249,42.29730689525604,40.25323152542114,49.77857828140259,46.818909645080566,42.842769622802734,16.61791640520096,33.98796081542969,26.252358555793762,14.357663869857788,74.22360420227051,18.691240549087524,12.539242327213287,16.152010917663574,30.21920621395111,62.71574139595032,198.84339809417725,160.38585662841797,142.50858783721924,88.241668343544,38.11039626598358,30.63728094100952,79.40171778202057,73.12975645065308,69.76974904537201,129.73056077957153
11,-0.025430677458643913,SAC,165.07797628641129,124.08669948577881,36.815356612205505,21.511673867702484,43.842981457710266,36.17209181189537,27.950057983398438,19.305789351463318,26.729048788547516,19.083685100078583,2.486325740814209,81.0144305229187,21.359485685825348,14.326753944158554,14.053702354431152,34.5446515083313,48.56334179639816,196.56825184822083,142.2224235534668,213.36084365844727,107.07765817642212,21.657497137784958,20.26216208934784,134.24995064735413,174.6010971069336,73.73634606599808,100.55964946746826
12,-0.058835193514823914,SAC,217.13524371385574,86.16799354553223,41.67065382003784,31.806118607521057,42.14661851525307,31.745992600917816,28.429925441741943,23.899111032485962,58.49097192287445,30.590947151184082,7.104574382305145,85.60576140880585,23.842860519886017,22.599308490753174,12.758970558643341,37.49550533294678,79.91510033607483,124.389628469944,94.1640853881836,203.2880663871765,105.66080272197723,48.69250178337097,49.210591316223145,206.1731904745102,86.54785871505737,122.2487735748291,121.27306580543518
13,-0.014748265035450459,SAC,157.6667618751526,93.82317543029785,47.338783740997314,46.62123095989227,61.79918974637985,48.027191907167435,37.30457067489624,9.579281389713287,39.910405337810516,24.2951563000679,1.128298580646515,78.10754239559174,17.95948952436447,8.464943170547485,29.865443110466003,33.52206373214722,52.96859532594681,117.49186336994171,145.02742767333984,315.3389286994934,157.71758198738098,9.112738072872162,42.89342761039734,71.5782618522644,36.27507209777832,85.23679882287979,132.00222492218018
