run_id,reward,optimizer,P,Cs_h,Cs_s,Cs_b,Cm_f,Cm_p,Cm_m,Cm_n,Ci_s,Ci_p,Ci_0,Ca_h,Ca_m,Ca_l,Cd_r,Cd_ret,Cd_rec,W,B,F_m,F_s,I,R_p,R_c,Vq,G,Sc
1,-0.14901264011859894,BO,444.41006653043286,76.69191126207633,76.23045682649803,52.1133519237742,66.43778890534736,53.38038393220821,20.711105733854478,6.811598830750061,24.57913154798768,24.09724617524647,1.1252590185598466,89.45230929954877,17.301159427979197,16.51900267157891,23.305520068568242,30.396350973230227,44.19847323469692,201.05181516762687,177.25414621794482,140.07484679049315,103.79647352440018,59.90390109026225,36.0122055316087,50.250510105306496,217.85600173543685,76.0120934789278,95.96854649513804
2,-0.133827805519104,BO,292.92416006929284,135.91258835535658,72.1628413895055,35.190877034194095,57.07674562392393,28.24222651557301,10.128011807139268,10.053253635110712,36.027706092300626,25.71675533594824,13.973375557614839,69.37992562580925,25.92232980826298,24.427953149135064,7.2212585391851,27.607460024279195,58.12261667809331,83.52106215338448,20.45949374544456,305.51319404373163,109.31296832070397,13.701340620930383,42.01889240777393,205.77882678350437,157.61180684556768,98.47144821124253,107.46345616649504
3,-0.031097209081053734,BO,153.0911410188441,120.20849644578472,48.70089805985846,30.28211326666046,67.97836439801591,37.19745515654064,30.46283947558861,7.093257414242822,29.449579788772148,17.61709468031326,1.5104709391576003,87.6504291991291,25.89376994537305,20.902828928844947,27.223024523983277,35.99700643767484,77.61811390609087,176.68666001299636,72.24891591593624,313.7905106391301,123.98068177850769,27.67246990778021,28.348631760220098,197.06832066643426,162.2333624362576,123.53176651175032,97.11699901838362
4,-0.03555278480052948,BO,144.71746998179702,139.71746998179702,45.843044578042615,40.48591942267413,81.7640204270575,73.06895781364153,15.14937882177011,13.275509666037115,40.18549864678303,24.749031449208402,8.249319234082046,60.00235943552696,17.36864990582205,11.765989624569276,15.692767552029308,26.963334948424144,42.08745341259249,33.09892701707632,149.84140145898414,319.96275756220695,115.92871629675545,35.61021554530768,30.39078329003854,118.93662876149574,93.14476321593142,65.05470778079322,72.60973361998758
5,-0.037948235869407654,BO,153.65571421680386,137.39168783883997,39.575078379327614,31.024194953160816,39.46358875503193,38.923208620013526,38.28685038332557,23.09757972261507,68.99466851913223,30.077673623410533,14.191422622482795,50.20120126634346,23.027094623070496,14.235330195218038,25.996982041569087,29.497189624234636,55.77974500548515,51.10625048139764,111.52415360561332,147.66660521130723,75.54497959070274,14.9199448106145,67.30034628262673,126.26940220229889,87.34478330902158,47.930157951082116,95.61680453818249
6,-0.04557244852185249,BO,151.70860049595183,83.43949513798816,50.17240063685135,36.273501722102324,54.18342435835477,38.285232653952036,24.0209371682617,10.586839287668745,36.57198315255966,8.92301103349799,2.5490878970426696,72.39079088817581,22.86414568544862,19.142281040844658,16.420150381121235,43.388653368456275,54.72341702059797,149.36510827467336,140.0216985742821,297.6511965512131,68.54594588725911,56.285483562492864,57.71485860089924,66.81667633355413,202.3356086162884,60.09918448037406,70.2043613315277
7,-0.011462552472949028,BO,136.18135484168704,123.39291491248987,44.358407503263116,31.142526496360873,73.78943040870892,61.15943534336319,32.54544811154585,25.023212242383728,34.003957241054316,33.948714065215505,1.040536038162215,88.0694771080228,13.225143417145164,11.01792005158625,6.217965760345669,29.58998928737913,46.77920568304174,144.63560073982705,133.33511915085143,312.27029724776867,99.01953517889463,53.2387357637971,16.85680272026982,50.8025920564084,37.27663556216146,96.26697427786677,129.14765284020066
8,-0.045348942279815674,BO,125.48182780517531,101.67606626888912,52.163936691508106,42.7751532971958,64.568099664585,58.15555024078486,22.58845539869003,11.76048918860066,35.00268717676119,24.32003938836217,13.77488073118403,68.99354965997361,29.869951602938084,18.632771228405765,19.436441578550784,23.574204303958407,60.68417003998641,76.87971434320886,43.55718756904794,248.83672645588297,64.91423692056908,24.949626459841966,69.19885752223155,108.95552899367546,44.539652858900155,85.74045544796131,45.33801682622296
9,-0.024080224335193634,BO,146.43049643219297,137.8096925718481,52.474836854998856,42.58519930158183,41.197345903963665,41.111765386976316,31.51648768371368,25.746600097123697,41.52528856969779,11.712553844723706,7.514506920840094,71.91846813728849,19.9490255049334,19.281046335795278,17.224964825947247,38.519900934325086,73.52351711734869,118.82506370299645,131.83262190540748,283.84829967084386,133.66239594649,19.268947501152542,25.985519996203273,109.07623283078686,53.82772431678561,107.8763235254251,111.57946437667032
10,-0.05025838688015938,BO,181.32403668659254,121.23347688478373,45.33355316654425,28.611346189862445,47.76448061821419,38.795991017113586,25.569717309108526,13.729795783618671,66.16111473375909,17.600432294953336,8.069432739852452,49.981695975164804,25.6422933646405,18.41869128351388,24.221694534899026,29.976634302372045,66.67085738222103,59.88553886314979,77.81549932233648,296.00855985861267,154.72572350275476,54.78890793643709,47.00824488246378,126.41957735749136,42.65859114578892,46.29141869261689,112.19549068549266
