run_id,reward,optimizer,P,Cs_h,Cs_s,Cs_b,Cm_f,Cm_p,Cm_m,Cm_n,Ci_s,Ci_p,Ci_0,Ca_h,Ca_m,Ca_l,Cd_r,Cd_ret,Cd_rec,W,B,F_m,F_s,I,R_p,R_c,Vq,G,Sc
1,-0.013985196128487587,BO,441.50113529975255,87.66420420255018,85.58833168345657,47.13363816480125,96.9124057221189,48.88533993839872,41.57427089318777,25.123565125365214,63.813094921953486,13.335552994387267,12.279738591475153,73.64462437910976,14.235200170844374,11.300130836670446,36.045957605480055,37.29162977778935,71.17775645691981,145.75539743887936,42.3586172611929,167.62768718612853,175.28109116436875,35.19282923950113,48.274514147901186,97.08125799345741,97.70598303652054,34.98211221098677,45.82961692373642
2,-0.015007899142801762,BO,170.8969972988359,68.28431354849415,55.31176997604409,29.334539255481843,90.60165695848963,30.573439212652197,14.652020727956373,9.219315262042274,51.225127971810956,19.19893879878653,8.708562455305184,82.11439450537789,23.141781207600587,21.168459234995296,24.09014107506398,55.089196000068675,86.69812067712098,201.52898063259903,151.39869313029328,60.32269989584142,163.9392939693787,16.19431635823101,46.303867176416425,196.62090057242764,92.39033652152183,123.86840499277673,24.008495390044345
3,-6.186172008514404,BO,303.2646900722664,90.66055541092041,63.23263249921391,14.764995776596361,92.6485703435601,47.627020898487764,32.2490755692358,13.681922086879753,67.63664718294316,18.70822091385073,14.975738433191713,65.77115285621073,30.301964700199257,12.850906807568453,23.125230887743857,30.48819124574167,89.35699800816019,85.81380810805709,175.70117195634535,268.1238980061647,106.81134716543814,39.71948202393445,61.832524828479386,115.49304771702202,130.60543699074765,98.36600242437126,86.32499859563217
4,-0.033209413290023804,BO,354.37480734584346,119.85741371616109,94.4370887695259,49.69850927663269,102.5438156738293,28.46194118839275,16.065550089799768,14.288246073108043,65.34175348643384,21.565580575977073,1.0669763975104642,81.55960933649455,35.21268878383398,10.060963652397005,37.71888683189845,44.613617366998376,82.0609397067793,153.14904202532603,51.00462538308383,166.71278299589633,175.55925253220093,49.100172168915044,47.680492362746314,66.74200966284185,198.16416894577043,97.86558663944145,66.79342935689311
5,-0.05496243014931679,BO,432.62608037240545,64.96919730656118,62.26041458437151,53.017814228541816,108.66598851499705,45.3346454863365,32.1821219687439,14.453059201773955,85.60965404458923,13.008660343352485,12.998741961911602,68.80076661656403,28.505834360815665,13.509212493158095,37.737443816235476,51.46400127210886,79.15370487475842,106.35948709188301,163.98282938707783,143.25375621071169,187.99359160274204,44.32284611620934,52.2877790099576,215.8116526650172,192.59782315755828,52.81194383401486,37.60401914551222
6,-0.01554676704108715,BO,144.1221214613912,74.2624704541483,70.79482413966961,40.86096042720274,104.45721600203467,49.918139509389476,38.529998341323704,8.560050240382388,68.90504391455497,27.27981091501905,13.816214569010432,70.73078506207688,27.863564086400814,24.143338763202305,18.32490182563855,57.286581219124805,87.91076131729982,68.03539501954154,60.5000952048572,278.76712790828594,108.89664737980819,66.67471572763361,43.386179533924285,68.48526441475065,181.43133200792838,58.502774455953855,53.07117455186045
7,-0.1898510754108429,BO,303.4182961783962,62.13196979625367,58.65296667955652,35.83143371468984,62.54300572860283,43.81289965822196,41.54848482602313,10.73636854469079,74.90525042530402,22.327280476629547,4.156486162153938,85.99449166472507,26.385971652155668,23.753771569303414,14.026457485588079,33.48777279901091,65.82214620549449,146.89935469695024,25.483386614289103,91.0544815239373,149.8805076895155,16.14348765114317,17.818036035122674,87.57615378341605,20.232104174598437,50.50174359667097,67.63182426084909
8,-0.026282738894224167,BO,287.29616571849505,80.97744778557129,58.922983676083135,13.08657698347342,108.77485632758489,43.5497077683708,22.403272244328555,21.35409806129457,85.93334039594674,14.06840015243972,10.9217036626573,85.07555870202955,31.783190269267134,10.277201696116736,22.69708320350417,39.71972726243301,46.951028460756795,124.0897892937989,172.73275649662716,94.409471526862,195.2396538240756,23.12791645029071,56.60474430453103,100.2183460851135,211.0840795788517,104.48519002065527,80.96737069894765
9,-0.24503152072429657,BO,392.49199954786525,95.05004713809734,79.23190363334922,21.70878602151546,71.20298593395391,39.278721639127255,32.82918308898435,26.898641492359957,63.9007013120057,17.318466692445725,8.252011571134236,87.07413771292295,32.25949236258498,25.643819785112257,39.32607472038395,45.46223112584981,49.3397029788258,213.64687863194317,124.84642703176638,98.45318917542934,157.02908523860145,24.381939041298512,68.285156146493,167.0128906309863,93.07200887339708,125.6132731471179,49.53447422286345
10,-0.06104355677962303,BO,248.0179050445037,101.16542427686656,63.04712607771073,27.71849339946741,100.72627943320839,47.71167634651029,36.72517230164018,10.182163308985519,61.81390541710637,23.127399661119853,11.456642609281923,86.29742314071434,24.591818276184856,23.5355326209769,19.508170601827256,57.59297472109587,82.51359626599815,99.76609697289186,81.46479176916563,128.5066676873825,174.97415101195563,50.910669759781875,59.99066738997315,123.8315545187111,176.0122323426888,81.19363990145101,65.6705031004217
