run_id,lambda_x,lambda_y,lambda_z,stable,all_strong
61,-228.92250676902668,-258.31098366159887,9.996130566206244,False,False
62,-145.82582324094543,-224.85167068270064,48.9076049696492,False,False
63,-179.87789708525557,-148.68197699742484,11.998567375174256,False,False
64,-321.78018283196644,-221.89281398362715,10.419114506267638,False,False
65,-195.5130664510898,-295.45535830306756,23.08292165616053,False,False
66,-171.74956810377773,-188.14439151977928,27.290388336461948,False,False
67,-69.31184060799903,-135.32222975746998,17.979011738274128,False,False
68,-70.09764050516614,-249.56032365830887,10.328439170740992,False,False
69,-122.91902428623945,-250.27394297260417,35.793276015586414,False,False
70,-151.06618832393787,-180.8724331119979,36.749842035227374,False,False
71,-109.97205496411485,-138.40987853799058,10.253338902193905,False,False
72,-159.640028300957,-216.68163540531484,15.344375815159959,False,False
73,-161.46691341488653,-177.59823124397042,64.16018078902549,False,False
74,-186.47511674612764,-287.8719173849695,14.197788246517133,False,False
75,-153.0750812861383,-151.59734415334407,32.98766697927365,False,False
76,-139.7592425069218,-221.85349261111313,30.979014893673913,False,False
77,-193.2406884458712,-304.261652442322,13.995820585512554,False,False
78,-223.14810362971141,-108.21073570005451,18.044356614855197,False,False
79,-61.455769773840245,-156.13781010664798,13.635094702042954,False,False
80,-185.66145975941163,-229.1951650088027,73.33043846417527,False,False
81,-152.5255410149401,-276.8618106885231,18.32713541313742,False,False
82,-171.9980013378016,-190.74331971854087,14.930210515964287,False,False
83,-157.24855299309382,-201.98207598432998,28.44412258049559,False,False
84,-190.53939445324426,-181.8597044432059,21.98457465733871,False,False
85,-261.80743777741765,-244.20031060966616,53.66321994878905,False,False
86,-188.9689483707085,-271.98564258973784,61.94515427116274,False,False
87,-180.46961939633582,-285.6888178086168,46.24830446551148,False,False
88,-189.71533957291223,-220.32012240682084,27.177545793480718,False,False
89,-227.15670410441493,-146.92141812231108,33.827041992178486,False,False
90,-200.94271253096974,-126.40901531593806,10.07092374611165,False,False
91,-97.6728352771791,-288.83863055246496,21.297774418584886,False,False
92,-225.26655606019116,-204.59660012819182,12.66561152916993,False,False
93,-168.41366078563817,-280.31254327893214,14.18339785769993,False,False
94,-160.0589648561814,-151.2663675113138,45.456580973608816,False,False
95,-67.47648535619187,-240.70064331050617,12.493074608822972,False,False
96,-156.9526141954607,-212.1722327262489,11.01813304573521,False,False
97,-98.7157016714703,-280.8702899387764,15.493003798590564,False,False
98,-112.10918400439625,-286.0888282683552,10.610766341549205,False,False
99,-203.88068648902444,-254.95660248357257,29.8326124663861,False,False
100,-158.6206807274997,-313.7182519604291,10.018325634880693,False,False
