run_id,lambda_x,lambda_y,lambda_z,stable,all_strong
75,-96.43881606673757,-171.57898529092176,-81.50812497571485,True,True
76,-143.91195369667264,-283.4065609180891,-79.74966363097556,True,True
77,-62.00744161799341,-152.35514475863772,-94.27937317408326,True,True
78,-81.1380826969371,-191.44437302065222,-77.85298370471806,True,True
79,-82.26259136877277,-138.45430246513007,-75.91852490549019,True,True
80,-59.82545191159327,-282.3646667733193,-96.38188997743612,True,True
81,-109.35593311532807,-204.76769630232596,-98.10842792700123,True,True
82,-103.97471169153306,-316.36549142584335,-95.47109118641569,True,True
83,-179.5751937613547,-127.04146705049139,-91.87152161598733,True,True
84,-133.09456076471892,-184.4507279586603,-97.54747521043367,True,True
85,-107.86988364909332,-281.2055443653934,-28.605292116076402,True,True
86,-194.50593156399927,-178.44892252210073,-51.405816892379136,True,True
87,-98.96035418164935,-112.3888495882566,-62.68788576840383,True,True
88,-99.33670691767185,-303.79680984645006,-85.41615911593189,True,True
89,-97.7634226159504,-180.39011117439202,-64.2664620437552,True,True
90,-107.07687451472877,-253.7499884417689,-52.25206375912179,True,True
91,-185.75853444019663,-135.17555750353677,-48.74881625482126,True,True
92,-142.89397358312345,-122.39488628434677,-97.58167421852622,True,True
93,-201.5746900605077,-303.94965449345887,-56.69890784864292,True,True
94,-118.84814970843343,-131.9928226725159,-68.28438343086037,True,True
95,-24.78926680138636,-140.74408774831667,-96.44081345649786,True,True
96,-46.34975975934155,-307.6932863173611,-66.07151800864213,True,True
97,-96.52134703805795,-132.120614550708,-61.75747588244553,True,True
98,-108.82266977966985,-176.72007844901606,-67.83978960516765,True,True
99,-102.25082277576895,-265.26692672133083,-72.49360004957248,True,True
100,-156.50991626642627,-184.96053050500572,-97.12971259064659,True,True
