cluster,n,P_mean,P_std,C_m_mean,C_m_std,B_mean,B_std,alpha_mean,alpha_std,F_mean,F_std,beta_mean,beta_std,W_m_mean,W_m_std,I_mean,I_std,R_c_mean,R_c_std,C_c_mean,C_c_std,gamma_mean,gamma_std,R_p_mean,R_p_std,C_p_mean,C_p_std
0,12,253.4864803776145,29.870481550012727,81.62888246588409,19.72583365159551,12.901603799546137,4.437134791333777,0.6313816145993769,0.10851358911933882,136.95331369526684,41.565650027829754,0.6000672884634696,0.19780138273368644,63.84417820721865,20.664968452620236,39.44693421013653,9.409017817487182,147.27600685631236,23.959536575714615,19.945324196014553,6.76250282585892,0.5959280788898469,0.14541582710063589,27.162963015337784,1.7659735589157477,75.02424865961075,14.192027119507085
1,3,180.46819667021433,45.99057566725528,80.44948503375053,43.122589442255,11.20048925280571,3.2620121260005406,0.8537723044476783,0.09386067414083347,61.04981601238251,6.993629136927053,0.7184494018554689,0.058094768994511076,39.31411604086558,23.171155541392224,27.05868810415268,10.4309479817268,240.20828008651733,51.15676751032012,14.068668036100766,2.7610887752798776,0.7589195758104325,0.03207130882541795,28.465535044670105,1.0879604963769873,74.0072782151401,22.272053981003573
2,6,257.0371047593653,41.52912914242089,62.63650730252266,12.068287083703334,15.006105160573497,3.5277603433985756,0.5607070848345757,0.03282683501390137,97.82970361411572,47.523811954358045,0.6173498375962179,0.1539875075514382,89.2487108707428,3.590318333423888,24.54327837564051,14.077364867656437,229.25359329674393,48.0352163601343,17.673243694007397,6.808828690874912,0.35602608025074006,0.05407115527088808,28.297833775480587,1.3313165885035771,70.23553600534797,10.842418547177726
3,4,257.0654731243849,50.51752854927458,147.90291395038366,22.938094978927477,10.05388729274273,3.9847006616193466,0.6672282526269555,0.11310133583472999,123.249805951491,43.38614386239463,0.7185784049332142,0.042847328087593485,43.88760529458523,15.787814530763464,29.598611085675657,7.126469467112787,162.37419992685318,88.56186882595189,13.540766639634967,4.8260050287618395,0.4154848963022232,0.06393535097219162,23.340156227350235,1.01477444380328,64.21583246439695,27.79582292692125
4,3,193.09468964735666,61.05106041280862,70.31511291861534,16.0996180170467,9.52661395072937,2.716604445608431,0.5925338814655939,0.06722789363100148,145.71765027940273,19.676796859234617,0.4483569644391537,0.18126666139128422,74.00410069773595,14.526238159838591,37.509289905428886,14.41222940675339,264.232662320137,14.876015350868412,9.41562905907631,2.3249671873945106,0.5409629493951797,0.08413005832915788,26.144084632396698,3.3177037807245733,38.199827149510384,8.641247623139629
5,4,157.54551142454147,23.20692849032799,70.13781517744064,8.150319058363706,10.858777090907097,4.551537442300838,0.7778519964776933,0.12955896061637118,144.1528684226796,16.439792982698496,0.5453861130401492,0.18989744229271036,79.96259212493896,20.309244898008917,27.381018905434757,5.890847055651306,214.50317101553082,76.12530425691524,26.265921089798212,3.110794251548901,0.6417663196334616,0.09775967469141343,26.173784881830215,1.361458393187504,88.10836095362902,9.720835819509754
6,8,271.9027202576399,18.103466763251845,106.66803289204836,35.94033514041782,14.391211760230362,4.354773235704861,0.5800657672807574,0.1101605875724171,141.60758855286986,21.111060599965402,0.6204566617729143,0.11229602393824809,73.83259937167168,19.555960602568685,18.196766623295844,12.274310549330647,254.55833822488785,26.18955126287383,24.95619940571487,3.2042647286869186,0.7290033340395894,0.16939751448569196,27.681778855621815,1.3853498269990643,70.48356905812398,18.012095695866584
