P,C_m,B,alpha,F,beta,W_m,I,R_c,C_c,gamma,R_p,C_p,run_id,mean_seller_p1,std_seller_p1,mean_customer_p1,std_customer_p1,mean_ecommerce_p1,std_ecommerce_p1,mean_distance,std_distance
257.60640501976013,51.096782088279724,7.0053039491176605,0.7607901813462377,65.17322063446045,0.22550308108329775,70.4230272769928,28.889060644432902,142.82543063163757,23.913281708955765,0.6421817600727082,24.767029583454132,52.25319501012564,0,0.9999916553497314,1.3745404890709974e-05,0.9999998807907104,1.8467823725735746e-07,0.00021408903776318767,0.00015764671149605386,0.00021659787380485797,0.0001550179951330819
285.0912392139435,81.26008212566376,8.123939782381058,0.6041100770235062,70.16486525535583,0.7122387915849686,56.51125818490982,49.940044581890106,135.78268885612488,27.90150672197342,0.7010318845510484,29.934955686330795,89.38134372234344,1,0.9999989748001099,1.2606910768892561e-06,0.9999999046325684,8.920806376395085e-08,5.044288081990089e-05,1.7395808202798253e-05,5.046650148869958e-05,1.7403673660684493e-05
195.199915766716,63.08113783597946,11.476541571319103,0.6305819675326347,152.78251767158508,0.37617983892560003,73.95127296447754,20.890499874949455,247.549107670784,10.268707871437073,0.5122961461544038,22.979350686073303,47.3674651235342,2,0.9999998331069946,2.2110029448260554e-07,1.0,0.0,0.00017246058996533975,9.243158562815759e-05,0.00017246106726815925,9.243111372383551e-05
292.7662491798401,61.74914836883545,11.42995249480009,0.5620508790016174,186.55265122652054,0.5072043299674989,85.80065488815308,22.247790172696114,278.2181441783905,7.733460068702698,0.32031957507133485,29.155958741903305,81.7034050822258,3,0.9999998807907104,1.8467823725735746e-07,0.9999999284744263,5.840038639982172e-08,8.115995005937293e-05,1.7072969899591656e-05,8.116035314742476e-05,1.7072712189901442e-05
294.6710169315338,55.509158968925476,12.252611089497805,0.5977136790752411,51.09986215829849,0.7266901820898056,27.7121901512146,41.9910392165184,118.9271628856659,9.81765791773796,0.6458082363009453,29.292542785406113,89.84631270170212,4,0.9999994277954102,1.0265851088338368e-06,0.9999991893768311,1.2466350996400234e-06,7.382457824860467e-05,4.4844397777663076e-05,7.384433429251658e-05,4.485192646527354e-05
185.29527634382248,132.66264032572508,10.757039673626423,0.5058999955654144,87.44113445281982,0.12355160713195801,35.26407241821289,31.006160154938698,133.0980122089386,13.193712681531906,0.39813276529312136,29.18804094195366,42.938963025808334,5,0.9999045610427857,4.296707638073994e-05,0.9999999761581421,4.7683715820312496e-08,0.00011405103141441942,3.981189880638804e-05,0.00015691902226535603,3.0394277758498595e-05
292.1839952468872,168.3647707104683,15.487736091017723,0.8233320340514183,129.70064394176006,0.5335920125246049,74.87497448921204,17.398502454161644,225.58028101921082,27.96990379691124,0.5976627707015723,27.573692351579666,67.40762397646904,6,0.9999942779541016,8.431392508199728e-06,0.9999997615814209,3.693564745147149e-07,6.178778112371219e-05,4.307127234239756e-05,6.228811835171655e-05,4.355545736813087e-05
229.03980612754822,130.23962154984474,8.496561199426651,0.8739898428320885,68.80035847425461,0.6568687826395035,65.68919718265533,32.044390961527824,279.2169511318207,12.935669273138046,0.7886756658554077,28.5334575176239,53.25073787942529,7,0.999967098236084,2.625864343646654e-05,0.9999999046325684,1.9073486328125e-07,8.800218638498336e-05,5.770010225766901e-05,0.00010429993562866002,4.435422988878539e-05
275.4165232181549,55.97286820411682,9.105896279215813,0.6524533554911613,73.82043898105621,0.752929037809372,97.57012605667114,46.776417940855026,130.0204873085022,25.46031951904297,0.7127901613712311,19.799792133271694,83.49346041679382,8,0.9999999046325684,1.39020726557858e-07,1.0,0.0,0.00011965654775849543,8.019824687381189e-05,0.00011965681696892715,8.019802256318128e-05
237.13920712471008,88.94583359360695,19.76830542087555,0.5270458161830902,117.412468791008,0.2103864550590515,99.19867038726807,31.533623933792114,173.9230513572693,24.241482764482498,0.7283307820558549,28.021068423986435,61.15417771041393,9,0.9999998092651368,1.9369216929998303e-07,1.0,0.0,3.819231615125318e-05,2.305726682742625e-05,3.819357002612378e-05,2.3056794815100137e-05
