w_strategy,w_stability,n,n_pass,success_rate,ci_low,ci_high,walltime_sec
1.0,0.0,30,30,1.0,0.8864829086095221,1.0,4600.603065729141
1.0,0.25,30,30,1.0,0.8864829086095221,1.0,3806.165908575058
1.0,0.5,30,30,1.0,0.8864829086095221,1.0,3766.2346704006195
1.0,1.0,30,30,1.0,0.8864829086095221,1.0,3742.126589536667
1.0,2.0,30,30,1.0,0.8864829086095221,1.0,2977.5551176071167
